US District Judge Shira,0,0,0,0,0,0,0,0,0
District Judge Shira Scheindlin,0,0,0,0,0,0,0,0,0
Weil Gotshal And Manges,1,0,0,0,0,0,0,0,0
Lehman Brothers Holdings Inc,1,1,1,1,0,0,0,0,0
Adelphia Communications Corp,1,1,1,1,1,0,0,0,0
Time Warner Inc,1,1,1,1,0,0,0,0,0
US District Judge,0,0,0,0,0,0,0,0,0
District Judge Shira,0,0,0,0,0,0,0,0,0
Judge Shira Scheindlin,0,0,0,0,0,0,0,0,0
Time Warner Cable,0,0,1,1,0,0,0,0,0
Robert D Sack,0,0,0,0,0,0,0,0,0
Jon O Newman,0,0,0,0,0,0,0,0,0
David M Friedman,0,0,0,0,0,0,0,0,0
Martin Bienenstock,0,0,0,0,0,0,0,0,0
Warner Cable,0,0,0,1,0,0,0,0,0
Comcast Corp,1,1,1,1,0,0,0,0,0
The Jan,0,0,0,0,0,0,0,0,0
US District,0,0,0,0,0,0,0,0,0
District Judge,0,0,0,0,0,0,0,0,0
Judge Shira,0,0,0,0,0,0,0,0,0
Shira Scheindlin,0,0,0,0,0,0,0,0,0
Time Warner,0,0,1,1,0,0,0,0,0
Warner Cable,0,0,0,1,0,0,0,0,0
Unreasonable Bienenstock,0,0,0,0,0,0,0,0,0
Gotshal And,0,0,0,0,0,0,0,0,0
Robert D,0,0,0,0,0,0,0,0,0
D Sack,0,0,0,0,0,0,0,0,0
Jon O,0,0,0,0,0,0,0,0,0
O Newman,0,0,0,0,0,0,0,0,0
America Securities,0,1,1,1,0,0,0,0,0
Brothers Holdings,0,1,1,1,0,0,0,0,0
David M,0,0,0,0,0,0,0,0,0
M Friedman,0,0,0,0,0,0,0,0,0
Adelphia,1,0,1,1,1,0,0,0,0
Bienenstock,0,0,0,0,0,0,0,0,0
Adelphia,1,0,1,1,1,0,0,0,0
Scheindlin,0,0,0,0,0,0,0,0,0
Cable,0,0,0,1,0,0,0,0,0
Adelphia,1,0,1,1,1,0,0,0,0
If,0,0,0,0,0,0,0,0,0
Adelphia,1,0,1,1,1,0,1,0,0
Adelphia,1,0,1,1,1,0,0,0,0
Bienenstock,0,0,0,0,0,0,0,0,0
Sack,0,0,0,0,0,0,0,0,0
Newman,0,0,0,0,0,0,0,0,0
Adelphia,1,0,1,1,1,0,0,0,0
Friedman,0,0,0,0,0,0,0,0,0
Adelphia,1,0,1,1,1,0,1,0,0
US Bankruptcy Judge Christopher Sontchi,0,0,0,0,0,0,0,0,0
Advanced Marketing Services Inc,1,1,1,1,1,0,0,0,0
Baker And Taylor Inc,1,1,1,1,1,0,0,0,0
US Bankruptcy Judge Christopher,0,0,0,0,0,0,0,0,0
Bankruptcy Judge Christopher Sontchi,0,0,0,0,0,0,0,0,0
Publishers Group West Inc,0,1,1,1,0,0,0,0,0
Costco Wholesale Corp,1,1,1,1,0,0,0,0,0
US Bankruptcy Judge,0,0,0,0,0,0,0,0,0
Bankruptcy Judge Christopher,0,0,0,0,0,0,0,0,0
Judge Christopher Sontchi,0,0,0,0,0,0,0,0,0
Baker And Taylor,1,0,1,1,1,0,0,0,0
Creditors Balk Details,0,0,0,0,0,0,0,0,0
Baker And Taylor,1,0,1,1,1,0,0,0,0
Publishers Group West,0,0,1,1,0,0,0,0,0
Group West Inc,0,1,1,1,0,0,0,0,0
Baker And Taylor,1,0,1,1,1,0,0,0,0
Marketing Services,0,0,0,1,1,0,0,0,0
Sam's Club,1,0,0,0,0,0,0,0,0
And Taylor,0,0,0,1,1,0,0,0,0
Advanced Marketing,1,0,1,1,1,0,1,0,0
US Bankruptcy,0,0,0,0,0,0,0,0,0
Bankruptcy Judge,0,0,0,0,0,0,0,0,0
Judge Christopher,0,0,0,0,0,0,0,0,0
Christopher Sontchi,0,0,0,0,0,0,0,0,0
Wilmington Delaware,0,0,0,0,0,0,0,0,0
Advanced Marketing,1,0,1,1,1,0,0,1,0
Gary Rautenstrauch,0,0,0,0,0,0,0,1,0
Advanced Marketing,1,0,1,1,1,1,0,0,0
US Justice,0,0,0,0,0,0,0,0,0
Advanced Marketing,1,0,1,1,1,0,0,0,0
Creditors Balk,0,0,0,0,0,0,0,0,0
Balk Details,0,0,0,0,0,0,0,0,0
Advanced Marketing,0,0,1,1,1,0,0,0,0
Publishers Group,0,1,1,1,0,0,0,0,0
Group West,0,0,1,1,0,0,0,0,0
West Inc,0,1,1,1,0,0,0,0,0
Advanced Marketing,1,0,1,1,1,0,0,0,0
Terms,0,0,0,0,0,0,0,0,0
Sontchi,0,0,0,0,0,0,0,0,0
Sontchi,0,0,0,0,0,0,0,0,0
Rautenstrauch,0,0,0,0,0,0,0,1,0
Details,0,0,0,0,0,0,0,0,0
Marketing,0,0,0,1,1,0,0,0,0
Sontchi,0,0,0,0,0,0,0,0,0
Spokespersons,0,0,0,0,0,0,0,0,0
Delta Air Lines Inc,1,1,1,1,0,0,0,0,0
Air France-KLM Group,1,1,1,1,0,0,0,0,0
OAO Aeroflot,1,1,1,1,1,0,0,0,0
Air Lines,0,0,1,1,0,0,0,0,0
April The,0,0,0,0,0,0,0,0,0
Irina Dannenberg,0,0,0,0,0,0,0,0,0
Aeroflot,1,0,1,1,1,0,0,0,0
Aeroflot,1,0,1,1,1,0,0,0,0
SkyTeam,0,0,0,0,0,0,0,0,0
Dannenberg,0,0,0,0,0,0,0,0,0
Aeroflot,1,0,1,1,1,0,0,0,0
Halliburton Co,1,1,1,1,0,0,1,0,0
OAO TNK-BP,1,1,1,1,0,0,0,0,0
Jim Kennett,0,0,0,0,0,0,0,0,0
Robert Dieterich,0,0,0,0,0,0,0,0,0
Halliburton,1,0,1,1,0,0,1,0,0
Work,0,0,0,0,0,0,0,0,0
Halliburton,1,0,1,1,0,0,1,0,0
Halliburton,1,0,1,1,0,0,0,0,1
EZ-Pilot,0,0,0,0,0,0,0,0,0
Halliburton,1,0,1,1,0,0,0,0,0
Kennett,0,0,0,0,0,0,0,0,0
Dieterich,0,0,0,0,0,0,0,0,0
Billionaire John Malone,0,0,0,0,0,0,0,0,0
Walt Disney Co,1,1,1,1,0,0,0,0,0
Time Warner Inc,1,1,1,1,0,0,1,0,0
Billionaire John,0,0,0,0,0,0,0,0,0
John Malone,0,0,0,0,0,0,0,0,0
Overture Films,0,0,0,0,1,0,0,0,0
Chris McGurk,0,0,0,0,0,0,0,1,0
May Malone,0,0,0,0,0,0,0,0,0
Universal Pictures,0,0,0,0,0,0,0,0,0
Andrew Baker,0,0,0,0,0,0,0,0,1
Cathay Financial,1,1,1,1,0,0,0,1,0
Liberty Capital,1,1,1,1,0,0,0,0,0
CBS Corp,1,1,1,1,0,0,1,0,0
Liberty Capital,1,1,1,1,0,0,0,0,1
Burbank California,0,0,0,0,0,1,0,0,0
Malone,0,0,0,0,0,0,0,0,0
Starz,0,0,0,0,1,0,0,0,0
Films,0,0,0,0,0,0,0,0,0
McGurk,0,0,0,0,0,0,0,1,0
Overture,0,0,0,0,1,0,0,0,0
Malone,0,0,0,0,0,0,0,0,0
Pictures,0,0,0,0,0,0,0,0,0
Baker,0,0,0,0,0,0,0,0,1
Starz,0,0,0,0,1,0,0,0,0
Showtime,0,0,0,0,0,0,0,0,0
Shares,0,0,0,0,0,0,0,0,1
Market,0,0,0,0,0,0,0,0,0
They've,0,0,0,0,0,0,0,0,0
Disney,1,0,0,1,0,0,0,0,0
Disney,1,0,0,1,0,0,0,0,0
Touchstone,0,0,0,0,0,0,0,0,0
That,0,0,0,0,0,0,0,0,0
Overture,0,0,0,0,1,0,0,0,0
McGurk,0,0,0,0,0,0,0,0,0
Ambac Financial Group Inc,1,1,1,1,1,0,1,0,0
Hurricane Katrina The,0,0,0,0,0,0,0,0,0
JPMorgan Securities Inc,1,1,1,1,0,0,0,1,0
New York The,0,0,0,0,1,0,0,1,0
Financial Group,0,1,1,1,0,0,0,0,0
Hurricane Katrina,0,0,0,0,0,0,0,0,0
Hurricane Katrina,0,0,0,0,0,0,0,0,0
Katrina The,0,0,0,0,0,0,0,0,0
Andrew Wessel,0,0,0,0,0,0,0,0,1
York The,0,0,0,0,0,0,0,1,0
MBIA Inc,1,1,1,1,0,0,1,0,0
Katrina,0,0,0,0,0,0,0,0,0
Third-quarter,0,0,0,0,0,0,0,0,0
Profit,0,0,0,0,1,0,0,0,0
Ambac,1,0,1,1,1,0,0,0,0
Ambac,1,0,1,1,1,0,1,0,0
Ambac,1,0,1,1,1,0,0,0,0
Ambac,1,0,1,1,1,0,0,0,1
Wessel,0,0,0,0,0,0,0,0,1
Illinois Attorney General Lisa Madigan,0,0,0,0,0,0,0,0,0
Illinois Attorney General Lisa,0,0,0,0,0,0,0,0,0
Attorney General Lisa Madigan,0,0,0,0,0,0,0,0,0
False Claims Act,0,0,0,0,0,0,0,0,0
Eighth-Largest Verdict The,0,0,0,0,0,0,0,0,0
Taxpayers Against Fraud,0,0,0,0,0,0,0,0,0
Illinois Attorney General,0,0,0,0,0,0,0,0,0
Attorney General Lisa,0,0,0,0,0,0,0,0,0
General Lisa Madigan,0,0,0,0,0,0,0,0,0
Amerigroup Corp,1,1,1,1,1,0,0,0,0
Chicago They,0,0,0,0,0,0,0,0,0
Fred Cohen,0,0,0,0,0,0,0,0,0
Cleveland Tyson,0,0,0,0,0,0,0,0,0
False Claims,0,0,0,0,0,0,0,0,0
Claims Act,0,0,0,0,0,0,0,0,0
Kent Jenkins,0,0,0,0,0,0,0,0,0
Eighth-Largest Verdict,0,0,0,0,0,0,0,0,0
Verdict The,0,0,0,0,0,0,0,0,0
Louisiana This,0,0,0,0,0,0,0,0,0
Patrick Burns,0,0,0,0,0,0,0,0,1
Taxpayers Against,0,0,0,0,0,0,0,0,0
Against Fraud,0,0,0,0,0,0,0,0,0
Illinois Attorney,0,0,0,0,0,0,0,0,0
Attorney General,0,0,0,0,0,0,0,0,0
General Lisa,0,0,0,0,0,0,0,0,0
Lisa Madigan,0,0,0,0,0,0,0,0,0
Medicaid,0,0,0,0,0,0,0,0,0
That,0,0,0,0,0,0,0,0,0
Cohen,0,0,0,0,0,0,0,0,0
Medicaid,0,0,0,0,0,0,1,0,0
Tyson,0,0,0,0,0,0,0,0,0
District,0,0,0,0,0,0,0,0,0
Act,0,0,0,0,0,0,0,0,0
Amerigroup,1,0,1,1,1,0,0,0,0
Jenkins,0,0,0,0,0,0,0,0,0
This,0,0,0,0,0,0,0,0,0
Burns,0,0,0,0,0,0,0,0,1
Fraud,0,0,0,0,0,0,0,0,0
Burns,0,0,0,0,0,0,1,0,0
State,0,0,0,0,0,0,0,0,0
Madigan,0,0,0,0,0,0,0,0,0
Jenkins,0,0,0,0,0,0,0,0,0
Jenkins,0,0,0,0,0,0,0,0,0
Amerigroup,1,0,1,1,1,0,0,0,1
Amerigroup,1,0,1,1,1,0,1,0,1
Cherry Hills New Jersey You,0,0,0,0,0,1,0,0,0
Colorado Iowa Missouri Mississippi,0,0,0,0,0,0,0,0,0
Cherry Hills New Jersey,0,0,0,0,0,1,0,0,0
Hills New Jersey You,0,0,0,0,0,1,0,0,0
Craig H Neilsen Foundation,0,0,0,0,0,0,0,0,0
JP Morgan Securities Inc,1,1,1,1,0,0,0,1,0
Ameristar Casinos Inc,1,1,1,1,1,0,0,0,0
Chairman Craig Neilsen,0,0,0,0,0,0,0,0,0
Colorado Iowa Missouri,0,0,0,0,0,0,0,0,0
Iowa Missouri Mississippi,0,0,0,0,0,0,0,0,0
Penn Capital Management,1,1,1,1,0,0,0,0,0
Cherry Hills New,0,0,0,0,0,1,0,0,0
Hills New Jersey,0,0,0,0,0,1,0,0,0
New Jersey You,0,0,0,0,0,0,0,0,0
Craig H Neilsen,0,0,0,0,0,0,0,0,0
H Neilsen Foundation,0,0,0,0,0,0,0,0,0
Drawing Interest There,0,0,0,0,0,0,0,0,0
Chairman Craig,0,0,0,0,0,0,0,0,0
Craig Neilsen,0,0,0,0,0,0,0,0,0
Colorado Iowa,0,0,0,0,0,0,0,0,0
Iowa Missouri,0,0,0,0,0,0,0,0,0
Missouri Mississippi,0,0,0,0,0,0,0,0,0
Nevada Neilsen,0,0,0,0,0,0,0,0,0
Eric Green,0,0,0,0,0,0,0,1,1
Cherry Hills,0,0,0,0,0,1,0,0,0
Hills New,0,0,0,0,0,1,0,0,0
Jersey You,0,0,0,0,0,0,0,0,0
Craig H,0,0,0,0,0,0,0,0,0
H Neilsen,0,0,0,0,0,0,0,0,0
Neilsen Foundation,0,0,0,0,0,0,0,0,0
Kathy Callahan,0,0,0,0,0,0,0,0,0
John Boushy,0,0,0,0,0,0,1,0,0
Gordon Kanofsky,0,0,0,0,0,0,1,1,0
Ray Neilsen,0,0,0,0,0,0,1,1,0
Drawing Interest,0,0,0,0,0,0,0,0,0
Interest There,0,0,0,0,0,0,0,0,0
Mario Kontomerkos,0,0,0,0,0,0,0,1,0
Morgan Securities,0,1,1,1,0,0,0,1,0
Oliver Staley,0,0,0,0,0,0,0,0,0
Michael Nol,0,0,0,0,0,0,0,0,0
Shares,0,0,0,0,1,0,0,0,0
Neilsen,0,0,0,0,0,0,0,0,0
Market,0,0,0,0,0,0,0,0,0
Ameristar,1,0,1,1,1,0,0,0,0
Neilsen,0,0,0,0,0,0,0,0,0
We're,0,0,0,0,0,0,0,0,0
You,0,0,0,0,0,0,0,0,0
Ameristar,1,0,1,1,1,0,0,0,0
Foundation,0,0,0,0,0,0,0,0,0
Ameristar,1,0,1,1,1,0,0,0,0
Neilsen,0,0,0,0,0,0,0,0,0
Callahan,0,0,0,0,0,0,0,0,0
Ray,0,0,0,0,0,0,0,0,0
Jaime,0,0,0,0,0,0,0,0,0
Amanda,0,0,0,0,0,0,0,0,0
Ameristar,1,0,1,1,1,0,1,0,0
Ameristar,1,0,1,1,1,0,1,1,0
Ameristar,1,0,1,1,1,0,0,0,0
Kontomerkos,0,0,0,0,0,0,0,1,0
Staley,0,0,0,0,0,0,0,0,0
Nol,0,0,0,0,0,0,0,0,0
Anglo Irish Bank Plc,1,1,1,1,1,0,1,0,0
Allied Irish Banks Plc,1,1,1,1,1,0,0,0,0
Bigger Loan Book,0,0,0,0,0,0,0,0,0
Irish Bank,0,1,1,1,1,0,1,0,0
Matt Moran,0,0,0,0,0,0,0,1,0
David Drumm,0,0,0,0,0,0,0,1,0
Irish Banks,0,0,1,1,1,0,0,0,0
Anglo Irish,1,0,1,1,1,0,0,0,0
David Odlum,0,0,0,0,0,0,0,1,0
NCB Stockbrokers,1,1,1,1,0,0,0,1,0
Bigger Loan,0,0,0,0,0,0,0,0,0
Loan Book,0,0,0,0,0,0,0,0,0
Anglo Irish,1,0,1,1,1,0,0,0,0
Anglo Irish,1,0,1,1,1,0,0,0,0
Ireland The,0,0,0,0,0,0,0,0,0
Net,0,0,0,0,0,0,0,0,0
Moran,0,0,0,0,0,0,0,1,0
Drumm,0,0,0,0,0,0,0,1,0
Odlum,0,0,0,0,0,0,0,1,0
Audley Capital Advisors LLP,1,1,1,1,0,0,0,0,0
Cycladic Capital LLP,1,1,1,1,0,0,0,0,0
Balda AG,1,1,1,1,1,0,0,0,0
Capital Advisors,0,0,0,1,0,0,0,0,0
Julian Treger,0,0,0,0,0,0,0,0,0
Stefanie Haxel,0,0,0,0,0,0,0,0,0
Malcolm Fried,0,0,0,0,0,0,0,0,0
Balda,1,0,1,1,1,0,1,0,0
Treger,0,0,0,0,0,0,0,0,0
Balda,1,0,1,1,1,0,0,0,0
Balda,1,0,1,1,1,0,0,0,0
Shares,0,0,0,0,0,0,0,0,0
Balda,1,0,1,1,1,0,0,0,0
Frankfurt,0,0,0,0,0,0,0,0,0
Haxel,0,0,0,0,0,0,0,0,0
Frankfurt,0,0,0,0,0,0,0,0,0
Fried,0,0,0,0,0,0,0,0,0
Singapore Aircraft Leasing Enterprise,1,1,1,1,1,0,0,0,0
SG Asset Management,1,1,1,1,0,0,0,0,0
Aircraft Leasing,0,0,0,1,1,0,0,0,0
Boeing Co,1,1,1,1,0,0,0,0,0
Winson Fong,0,0,0,0,0,0,0,0,1
Singapore Aircraft,0,0,1,1,1,0,0,0,0
Leasing,0,0,0,1,0,0,0,0,0
Fong,0,0,0,0,0,0,0,0,1
Aircraft,0,0,0,1,1,0,0,0,0
Singapore Aircraft Leasing Enterprise,1,1,1,1,1,0,0,0,0
Chew Choon Seng,0,0,0,0,0,0,0,1,0
Singapore Airlines Ltd,1,1,1,1,1,0,0,1,0
Singapore Aircraft Leasing,0,0,1,1,1,0,0,0,0
HSBC Holdings Plc,1,1,1,1,0,0,0,0,0
Aircraft Leasing,0,0,0,1,1,0,0,0,0
Chew Choon,0,0,0,0,0,0,0,1,0
Choon Seng,0,0,0,0,0,0,0,1,0
Singapore Aircraft,0,0,1,1,1,0,0,0,0
Aircraft Leasing,0,0,0,1,1,0,0,0,0
Singapore Aircraft,1,0,1,1,1,0,0,0,0
Zhu Min,0,0,0,0,0,0,0,1,0
Citigroup Inc,1,1,1,1,0,0,0,0,0
Standard Chartered,1,0,0,0,0,0,0,0,0
Seng,0,0,0,0,0,0,0,1,0
Min,0,0,0,0,0,0,0,1,0
Foreign,0,0,0,0,0,0,0,0,0
Billionaire Kumar Mangalam Birla,0,0,0,0,1,0,0,0,0
Niche Brokerage Pvt Ltd,1,1,1,1,0,1,0,0,0
ABN Amro Holding NV,1,1,1,1,0,0,0,0,0
Billionaire Kumar Mangalam,0,0,0,0,1,0,0,0,0
Kumar Mangalam Birla,0,0,0,0,1,0,0,0,0
Hindalco Industries Ltd,1,1,1,1,1,0,1,0,0
Billionaire Kumar,0,0,0,0,1,0,0,0,0
Kumar Mangalam,0,0,0,0,1,0,0,0,0
Mangalam Birla,0,0,0,0,1,0,0,0,0
HNDL India,0,0,0,0,0,0,1,0,0
Novelis Inc,1,1,1,1,0,0,0,0,0
Arvind Desai,0,0,0,0,0,0,0,0,1
Brokerage Pvt,0,0,0,1,0,1,0,0,0
Amro Holding,0,0,0,1,0,0,0,0,0
UBS AG,1,1,1,1,0,0,0,0,0
Pragnya Ram,0,0,0,0,0,0,0,0,0
Fitch Ratings,0,0,0,0,0,0,0,0,0
Birla,0,0,0,0,1,0,0,0,0
Hindalco,1,0,1,1,1,0,0,0,0
Hindalco,1,0,1,1,1,0,0,0,0
Novelis,1,0,1,1,0,0,0,0,0
Sensitive,0,0,0,0,0,0,0,0,0
Investors,0,0,0,0,0,0,0,0,0
Novelis,1,0,1,1,0,0,0,0,0
Desai,0,0,0,0,0,0,0,0,1
Founders,0,0,0,0,0,0,0,0,0
Shares,0,0,0,0,0,0,0,0,0
Hindalco,1,0,1,1,1,0,0,0,0
Hindalco,1,0,1,1,1,0,0,0,0
Each,0,0,0,0,0,0,0,0,0
Novelis,1,0,1,1,0,0,0,0,0
Ram,0,0,0,0,0,0,0,0,0
Hindalco,1,0,1,1,1,0,1,0,1
US District Judge Samuel H,0,0,0,0,0,0,0,0,0
District Judge Samuel H Mays,0,0,0,0,0,0,0,0,0
Judge Samuel H Mays Jr,0,0,0,0,0,0,0,0,0
US District Judge Samuel,0,0,0,0,0,0,0,0,0
District Judge Samuel H,0,0,0,0,0,0,0,0,0
Judge Samuel H Mays,0,0,0,0,0,0,0,0,0
Samuel H Mays Jr,0,0,0,0,0,0,0,0,0
Barry Fiala Inc,1,1,1,1,0,0,1,0,0
US District Judge,0,0,0,0,0,0,0,0,0
District Judge Samuel,0,0,0,0,0,0,0,0,0
Judge Samuel H,0,0,0,0,0,0,0,0,0
Samuel H Mays,0,0,0,0,0,0,0,0,0
H Mays Jr,0,0,0,0,0,0,0,0,0
Barry Fiala Inc,1,1,1,1,0,0,0,0,0
Stored Value Systems,1,0,0,0,0,0,0,0,0
JC Penney Co,1,1,1,1,0,0,1,0,0
Ceridian Corp,1,1,1,1,1,0,0,0,0
Barry Fiala,1,0,1,1,0,0,0,0,0
US District,0,0,0,0,0,0,0,0,0
District Judge,0,0,0,0,0,0,0,0,0
Judge Samuel,0,0,0,0,0,0,0,0,0
Samuel H,0,0,0,0,0,0,0,0,0
H Mays,0,0,0,0,0,0,0,0,0
Mays Jr,0,0,0,0,0,0,0,0,0
Barry Bretschneider,0,0,1,1,0,0,0,0,0
Barry Fiala,1,0,1,1,0,0,0,0,0
Stored Value,1,0,0,0,0,0,0,0,0
Target Corp,1,1,1,1,0,0,0,0,0
Alan Fisch,0,0,0,0,0,0,0,0,0
Kaye Scholer,0,0,0,0,0,0,0,0,0
Jr,0,0,0,0,0,0,0,0,0
Bretschneider,0,0,0,0,0,0,0,0,0
Before,0,0,0,0,0,0,0,0,1
Clubs,0,0,0,0,0,0,0,0,0
Wal-Marts,0,0,0,0,0,0,0,0,0
Bretschneider,0,0,0,0,0,0,0,0,0
Ceridian,1,0,1,1,1,0,1,0,0
Comdata,0,0,0,0,0,0,0,0,0
Fisch,0,0,0,0,0,0,0,0,0
Scholer,0,0,0,0,0,0,0,0,0
Task Force The State Council,0,0,0,0,0,0,0,0,0
China Life Insurance Co,1,1,1,1,1,0,1,0,0
Marco Polo Investments Group,1,1,1,1,0,0,0,1,0
China Banking Regulatory Commission,0,0,1,1,1,0,0,0,0
Task Force The State,0,0,0,0,0,0,0,0,0
