ACE Aviation Holdings Inc,204,89,92,1,1,1,1
The International Air Transport,204,160,163,0,0,0,0
International Air Transport Association,204,161,164,0,0,0,0
Federal Aviation Administration,204,140,142,0,0,0,1
The International Air,204,160,162,0,0,0,0
International Air Transport,204,161,163,0,0,0,0
Air Transport Association,204,162,164,0,0,0,0
Air Canada,204,0,1,1,0,0,0
Air Canada,204,83,84,1,0,0,0
Aviation Holdings,204,90,91,0,1,1,1
US The,204,123,124,0,0,0,0
Federal Aviation,204,140,141,0,0,0,1
Aviation Administration,204,141,142,0,0,1,1
Air Canada,204,143,144,1,0,0,0
Peter Fitzpatrick,204,146,147,0,0,0,0
Les Dorr,204,151,152,0,0,0,0
The International,204,160,161,0,1,1,1
International Air,204,161,162,0,0,0,1
Air Transport,204,162,163,0,0,0,0
Transport Association,204,163,164,0,0,0,0
AC/B,204,2,2,0,0,0,0
Passengers,204,30,30,0,0,0,0
Web,204,41,41,0,0,0,0
Users,204,60,60,0,0,0,0
Montreal-based,204,76,76,0,0,0,0
AC/A,204,85,85,0,0,0,0
ACE/H,204,93,93,0,0,0,0
US,204,132,132,0,0,0,0
Fitzpatrick,204,147,147,0,0,0,0
FAA,204,149,149,0,0,0,0
Dorr,204,152,152,0,0,0,0
Association,204,164,164,0,0,0,0
That,204,180,180,0,0,0,0
Chief Executive Officer Michael Diekmann,205,55,59,0,0,0,0
Chief Executive Officer Michael,205,55,58,0,0,0,0
Executive Officer Michael Diekmann,205,56,59,0,0,0,0
Chief Executive Officer,205,55,57,0,0,0,0
Executive Officer Michael,205,56,58,0,0,0,0
Officer Michael Diekmann,205,57,59,0,0,0,0
Allianz SE,205,0,1,1,0,0,0
ALV Europe,205,2,3,0,0,0,0
Chief Executive,205,55,56,0,0,0,0
Executive Officer,205,56,57,0,0,0,0
Officer Michael,205,57,58,0,0,0,0
Michael Diekmann,205,58,59,0,0,0,0
Dresdner Bank,205,101,102,1,1,1,1
Goldman Sachs,205,158,159,1,0,0,0
Richard Burden,205,161,162,0,0,0,0
Kemide Senbanjo,205,164,165,0,0,0,0
Diekmann,205,59,59,0,0,0,0
Net,205,68,68,0,0,0,0
Allianz,205,72,72,1,0,0,0
Operating,205,103,103,0,0,0,0
Allianz,205,137,137,1,0,0,0
Burden,205,162,162,0,0,0,0
Senbanjo,205,165,165,0,0,0,0
This,205,173,173,0,0,0,0
Allianz,205,193,193,1,0,0,0
Frankfurt,205,201,201,0,0,0,0
Chief Executive Officer Michael Callen,206,62,66,0,0,0,0
Executive Officer Michael Callen Chief,206,63,67,0,0,0,0
Officer Michael Callen Chief Financial,206,64,68,0,1,1,1
Michael Callen Chief Financial Officer,206,65,69,0,0,0,1
Callen Chief Financial Officer Sean,206,66,70,0,0,0,1
Chief Financial Officer Sean T,206,67,71,0,0,0,1
Financial Officer Sean T Leonard,206,68,72,0,0,0,1
Ambac Financial Group Inc,206,0,3,1,1,1,1
New York Stock Exchange,206,43,46,0,0,0,0
Chief Executive Officer Michael,206,62,65,0,0,0,1
Executive Officer Michael Callen,206,63,66,0,0,0,1
Officer Michael Callen Chief,206,64,67,0,0,1,1
Michael Callen Chief Financial,206,65,68,0,1,1,1
Callen Chief Financial Officer,206,66,69,0,0,0,1
Chief Financial Officer Sean,206,67,70,0,0,0,1
Financial Officer Sean T,206,68,71,0,0,0,1
Officer Sean T Leonard,206,69,72,0,0,1,1
New York Stock,206,43,45,0,0,0,0
York Stock Exchange,206,44,46,0,0,0,0
Chief Executive Officer,206,62,64,0,0,0,1
Executive Officer Michael,206,63,65,0,0,0,1
Officer Michael Callen,206,64,66,0,0,1,1
Michael Callen Chief,206,65,67,0,0,1,1
Callen Chief Financial,206,66,68,0,1,1,1
Chief Financial Officer,206,67,69,0,0,0,1
Financial Officer Sean,206,68,70,0,0,0,1
Officer Sean T,206,69,71,0,0,1,1
Sean T Leonard,206,70,72,0,0,0,0
Band-Aid Robert Haines,206,164,166,0,0,0,0
Bloomberg Television Haines,206,185,187,0,0,0,0
Financial Group,206,1,2,0,1,1,1
New York,206,43,44,0,0,0,0
York Stock,206,44,45,0,0,0,0
Stock Exchange,206,45,46,0,0,0,0
Chief Executive,206,62,63,0,0,0,1
Executive Officer,206,63,64,0,0,0,1
Officer Michael,206,64,65,0,0,1,1
Michael Callen,206,65,66,0,0,1,1
Callen Chief,206,66,67,0,0,1,1
Chief Financial,206,67,68,0,1,1,1
Financial Officer,206,68,69,0,0,1,1
Officer Sean,206,69,70,0,0,1,1
Sean T,206,70,71,0,0,0,0
T Leonard,206,71,72,0,0,0,0
New York-based,206,88,89,0,0,0,0
Band-Aid Robert,206,164,165,0,0,0,0
Robert Haines,206,165,166,0,0,0,0
CreditSights Inc,206,170,171,1,1,1,1
New York,206,178,179,0,0,0,0
Bloomberg Television,206,185,186,0,0,0,0
Television Haines,206,186,187,0,0,0,0
ABKFQ,206,4,4,0,0,0,0
AAA,206,31,31,0,0,0,0
Ambac,206,34,34,1,0,1,1
Exchange,206,46,46,0,0,0,0
Leonard,206,72,72,0,0,0,0
Ambac,206,90,90,1,0,1,1
While,206,100,100,0,0,0,0
Ambac,206,117,117,1,0,1,1
Ambac,206,125,125,1,0,1,1
Haines,206,166,166,0,0,0,0
York,206,179,179,0,0,0,0
Haines,206,187,187,0,0,0,0
Ambac,206,194,194,1,0,1,1
US Federal Reserve,207,20,22,0,0,0,0
The Federal Reserve,207,60,62,0,0,0,0
Amerigroup Corp,207,0,1,1,1,1,1
US Federal,207,20,21,0,0,0,0
Federal Reserve,207,21,22,0,0,0,0
PR Newswire,207,42,43,0,0,0,0
Virginia Beach,207,47,48,1,0,0,0
The Federal,207,60,61,0,0,0,0
Federal Reserve,207,61,62,0,0,0,0
Washington DC,207,99,100,0,0,0,0
AGP,207,2,2,0,0,0,0
Americans,207,11,11,0,0,0,0
Reserve,207,22,22,0,0,0,0
Full-year,207,28,28,0,0,0,0
Amerigroup,207,38,38,1,0,1,1
Newswire,207,43,43,0,0,0,0
Virginia-based,207,49,49,0,0,0,0
Reserve,207,62,62,0,0,0,0
Amerigroup,207,87,87,1,0,1,1
DC,207,100,100,0,0,0,0
Antisoma Plc,208,0,1,1,1,1,1
Novartis AG,208,10,11,1,1,1,1
London The,208,136,137,0,0,0,0
ASM,208,2,2,0,0,0,0
UK,208,4,4,0,0,0,0
Swiss,208,19,19,0,0,0,0
Antisoma,208,55,55,1,0,1,1
Novartis,208,61,61,1,0,1,1
Antisoma,208,68,68,1,0,1,1
Novartis,208,81,81,1,0,1,1
Switzerland's,208,82,82,0,0,0,0
April,208,86,86,0,0,0,0
Antisoma,208,90,90,1,0,1,1
ASA404,208,101,101,0,0,0,0
Novartis,208,113,113,1,0,1,1
ASA404,208,124,124,0,0,0,0
Antisoma,208,128,128,1,0,1,1
New York Stock Exchange,209,141,144,0,0,0,0
Bally Technologies Inc,209,0,2,1,1,1,1
International Game Technology,209,23,25,1,0,0,0
Shuffle Master Inc,209,27,29,1,1,1,1
US District Court,209,34,36,0,0,0,0
New York Stock,209,141,143,0,0,0,0
York Stock Exchange,209,142,144,0,0,0,0
US District,209,34,35,0,0,0,0
District Court,209,35,36,0,0,0,0
Shuffle Master,209,69,70,1,0,1,1
Las Vegas,209,128,129,0,0,0,0
New York,209,141,142,0,0,0,0
York Stock,209,142,143,0,0,0,0
Stock Exchange,209,143,144,0,0,0,0
BYI,209,3,3,0,0,0,0
US,209,6,6,0,0,0,0
US,209,13,13,0,0,0,0
Court,209,36,36,0,0,0,0
Nevada,209,38,38,0,0,0,0
Bally,209,40,40,1,0,1,1
MP21,209,42,42,0,0,0,0
Bally,209,56,56,1,0,1,1
IGT,209,66,66,1,0,0,0
IGT,209,67,67,0,0,0,0
Bally,209,80,80,1,0,1,1
Bally,209,81,81,1,0,1,1
IGT,209,83,83,1,0,0,0
Two,209,111,111,0,0,0,0
November,209,122,122,0,0,0,0
Bally,209,125,125,1,0,1,1
Vegas,209,129,129,0,0,0,0
Exchange,209,144,144,0,0,0,0
Hong Kong Stock Exchange,210,62,65,0,0,0,0
China Construction Bank Corp,210,85,88,1,1,1,1
HSBC Holdings Plc,210,7,9,1,1,1,1
Hong Kong Stock,210,62,64,0,0,0,0
Kong Stock Exchange,210,63,65,0,0,0,0
And Commercial Bank,210,78,80,0,1,1,1
Hong Kong,210,62,63,0,0,0,0
Kong Stock,210,63,64,0,0,0,0
Stock Exchange,210,64,65,0,0,0,0
And Commercial,210,78,79,0,0,1,1
Commercial Bank,210,79,80,0,1,1,1
Construction Bank,210,86,87,0,1,1,1
Hong Kong,210,108,109,0,0,0,0
HSBA,210,10,10,0,0,0,0
Exchange,210,65,65,0,0,0,0
China's,210,71,71,0,0,0,0
China's,210,94,94,0,0,0,0
Kong,210,109,109,0,0,0,0
HK$789,210,113,113,0,0,0,0
Asia,210,119,119,0,0,0,0
US,210,125,125,0,0,0,0
Shanghai,210,143,143,0,0,0,0
Chief Executive Officer Marius Kloppers,211,191,195,0,0,0,0
Community Relations Ian Wood,211,38,41,0,0,0,0
Chief Executive Officer Marius,211,191,194,0,0,0,0
Executive Officer Marius Kloppers,211,192,195,0,0,0,0
BHP Billiton Ltd,211,0,2,1,1,1,1
Community Relations Ian,211,38,40,0,0,0,0
Relations Ian Wood,211,39,41,0,0,0,0
Spencer Gulf Production,211,168,170,0,0,0,0
Chief Executive Officer,211,191,193,0,0,0,0
Executive Officer Marius,211,192,194,0,0,0,0
Officer Marius Kloppers,211,193,195,0,0,0,0
WMC Resources Ltd,211,247,249,1,1,1,1
Olympic Dam,211,20,21,0,0,0,0
Australia Access,211,24,25,0,0,0,0
Vice President,211,35,36,0,0,0,0
Community Relations,211,38,39,0,0,0,0
Relations Ian,211,39,40,0,0,0,0
Ian Wood,211,40,41,0,0,0,0
Olympic Dam,211,77,78,0,0,0,0
Spencer Gulf,211,138,139,0,0,0,0
Roxby Downs,211,141,142,0,0,0,0
South Australia,211,144,145,0,0,0,0
Illtud Harri,211,151,152,0,0,0,0
Roxby Downs,211,157,158,0,0,0,0
Spencer Gulf,211,168,169,0,0,0,0
Gulf Production,211,169,170,0,0,0,0
Chief Executive,211,191,192,0,0,0,0
Executive Officer,211,192,193,0,0,0,0
Officer Marius,211,193,194,0,0,0,0
Marius Kloppers,211,194,195,0,0,0,0
London-based Times,211,227,228,0,0,0,0
Olympic Dam,211,242,243,0,0,0,0
BHP,211,3,3,0,0,1,1
Dam,211,21,21,0,0,0,0
Access,211,25,25,0,0,0,0
BHP,211,34,34,1,0,1,1
President,211,36,36,0,0,0,0
Wood,211,41,41,0,0,0,0
London,211,48,48,0,0,0,0
Wood,211,62,62,0,0,0,0
We,211,64,64,0,0,0,0
Dam,211,78,78,0,0,0,0
BHP,211,90,90,1,0,1,1
Gulf,211,139,139,0,0,0,0
Downs,211,142,142,0,0,0,0
Australia,211,145,145,0,0,0,0
BHP,211,147,147,1,0,1,1
London-based,211,149,149,0,0,0,0
Harri,211,152,152,0,0,0,0
Downs,211,158,158,0,0,0,0
Production,211,170,170,0,0,0,0
BHP,211,190,190,1,0,1,1
Kloppers,211,195,195,0,0,0,0
BHP,211,210,210,1,0,1,1
Times,211,228,228,0,0,0,0
BHP,211,238,238,1,0,1,1
Dam,211,243,243,0,0,0,0
A$92,211,253,253,0,0,0,0
Bright Dairy And Food Co,212,0,4,1,1,1,1
Dairy And Food,212,1,3,0,0,0,1
CSI300 Index SHSZ300,212,65,67,0,0,0,0
The National Development,212,165,167,0,0,0,0
Reform Commission China's,212,169,171,0,0,0,0
Sanlu Group Co,212,186,188,1,1,1,1
Dairy And,212,1,2,0,0,0,1
And Food,212,2,3,0,0,0,1
CSI300 Index,212,65,66,0,0,0,0
Index SHSZ300,212,66,67,0,0,0,0
The National,212,165,166,0,0,0,0
National Development,212,166,167,0,0,0,0
Reform Commission,212,169,170,0,0,0,0
Commission China's,212,170,171,0,0,0,0
Bright Dairy,212,182,183,1,0,1,1
Bright Dairy,212,196,197,1,0,1,1
CSI300 Index,212,272,273,0,0,0,0
Nestle SA,212,274,275,1,1,1,1
Shanghai,212,23,23,0,0,0,0
Shanghai,212,49,49,0,0,0,0
SHSZ300,212,67,67,0,0,0,0
Shanghai-based,212,103,103,0,0,0,0
January,212,126,126,0,0,0,0
China's,212,145,145,0,0,0,0
Development,212,167,167,0,0,0,0
China's,212,171,171,0,0,0,0
Net,212,223,223,0,0,0,0
NESN,212,276,276,0,0,0,0
China,212,303,303,0,0,0,0
Supermodel Bundchen Joins Hedge Fund,213,159,163,0,1,1,1
Bundchen Joins Hedge Fund Managers,213,160,164,0,0,0,1
Joins Hedge Fund Managers Dumping,213,161,165,0,0,0,1
Hedge Fund Managers Dumping Dollars,213,162,166,0,0,0,1
Procter And Gamble Co,213,121,124,1,1,1,1
Supermodel Bundchen Joins Hedge,213,159,162,0,0,1,1
Bundchen Joins Hedge Fund,213,160,163,0,1,1,1
Joins Hedge Fund Managers,213,161,164,0,0,0,1
Hedge Fund Managers Dumping,213,162,165,0,0,0,1
Fund Managers Dumping Dollars,213,163,166,0,0,0,1
Trade Weighted Dollar Index,213,197,200,0,0,0,0
Porto Alegre Brazil It's,213,223,226,0,0,0,0
Supermodel Bundchen Joins,213,159,161,0,0,1,1
Bundchen Joins Hedge,213,160,162,0,0,1,1
Joins Hedge Fund,213,161,163,0,1,1,1
Hedge Fund Managers,213,162,164,0,0,0,1
Fund Managers Dumping,213,163,165,0,0,0,1
Managers Dumping Dollars,213,164,166,0,0,0,0
Trade Weighted Dollar,213,197,199,0,0,0,0
Weighted Dollar Index,213,198,200,0,0,0,0
Porto Alegre Brazil,213,223,225,0,0,0,0
Alegre Brazil It's,213,224,226,0,0,0,0
Gisele Bundchen,213,2,3,0,0,0,1
Patricia Bundchen,213,45,46,0,0,0,1
Bundchen's Web,213,52,53,0,0,0,0
US The,213,90,91,0,0,0,0
And Gamble,213,122,123,0,0,0,1
Bloomberg News,213,130,131,0,0,0,0
Supermodel Bundchen,213,159,160,0,0,1,1
Bundchen Joins,213,160,161,0,0,1,1
Joins Hedge,213,161,162,0,0,1,1
Hedge Fund,213,162,163,0,1,1,1
Fund Managers,213,163,164,0,0,0,1
Managers Dumping,213,164,165,0,0,0,0
Dumping Dollars,213,165,166,0,0,0,0
Warren Buffett,213,173,174,0,0,0,0
Bill Gross,213,176,177,0,0,0,0
The US,213,184,185,0,0,0,0
Trade Weighted,213,197,198,0,0,0,0
Weighted Dollar,213,198,199,0,0,0,0
Dollar Index,213,199,200,0,0,0,0
Patricia Bundchen,213,212,213,0,0,0,1
Porto Alegre,213,223,224,0,0,0,0
Alegre Brazil,213,224,225,0,0,0,0
Brazil It's,213,225,226,0,0,0,0
Brazilian,213,0,0,0,0,0,0
Bundchen,213,3,3,0,0,1,1
Bundchen,213,19,19,0,0,1,1
Forbes,213,21,21,0,0,0,0
June,213,33,33,0,0,0,0
Bundchen,213,46,46,0,0,1,1
Web,213,53,53,0,0,0,0
Europe,213,70,70,0,0,0,0
Brazilian,213,73,73,0,0,0,0
Turkish,213,76,76,0,0,0,0
Japanese,213,84,84,0,0,0,0
Two,213,86,86,0,0,0,0
Brazilian,213,106,106,0,0,0,0
Veja,213,108,108,0,0,0,0
Bundchen's,213,111,111,0,0,0,0
Pantene,213,127,127,0,0,0,0
News,213,131,131,0,0,0,0
Bundchen,213,152,152,0,0,1,1
Dollars,213,166,166,0,0,0,0
Buffett,213,174,174,0,0,0,0
Gross,213,177,177,0,0,0,0
US,213,185,185,0,0,0,0
Index,213,200,200,0,0,0,0
It's,213,205,205,0,0,0,0
Bundchen,213,213,213,0,0,1,1
It's,213,226,226,0,0,0,0
Brazilian,213,228,228,0,0,0,0
Pantene,213,236,236,0,0,0,0
St Jude Medical Inc,214,26,29,1,1,1,1
Cambridge Heart Inc,214,0,2,1,1,1,1
Robert P Khederian,214,149,151,0,0,0,0
Jude Medical,214,27,28,0,0,0,1
Cambridge Heart,214,37,38,1,0,1,1
The Bedford,214,81,82,1,0,0,0
Cambridge Heart,214,108,109,1,0,1,1
St Jude,214,114,115,1,0,1,1
March It,214,120,121,0,0,0,0
Robert P,214,149,150,0,0,0,0
P Khederian,214,150,151,0,0,0,0
Cambridge Heart,214,156,157,1,0,1,1
CAMH,214,3,3,0,0,0,0
STJ,214,30,30,0,0,0,0
Bloomberg,214,63,63,0,0,0,0
Massachusetts,214,83,83,0,0,0,0
T-wave,214,89,89,0,0,0,0
Khederian,214,151,151,0,0,0,0
Baltic Beverages Holdings AB,215,86,89,1,1,1,1
Scottish And Newcastle Plc,215,128,131,1,1,1,1
Joergen Buhl Rasmussen,215,8,10,0,0,0,0
Nils Smedegaard Andersen,215,17,19,0,0,0,0
AP Moeller-Maersk A/S,215,61,63,1,1,1,1
Handelsbanken Capital Markets,215,159,161,1,1,1,1
Scottish And Newcastle,215,206,208,1,0,1,1
Carlsberg A/S,215,0,1,1,1,1,1
Joergen Buhl,215,8,9,0,0,0,0
Buhl Rasmussen,215,9,10,0,0,0,0
Nils Smedegaard,215,17,18,0,0,0,0
Smedegaard Andersen,215,18,19,0,0,0,0
Buhl Rasmussen,215,32,33,0,0,0,0
Valby Denmark-based,215,42,43,0,0,0,0
Buhl Rasmussen,215,70,71,0,0,0,0
Beverages Holdings,215,87,88,0,1,1,1
Gillette Co,215,114,115,1,1,1,1
And Newcastle,215,129,130,0,0,0,1
Baltic Beverages,215,145,146,1,0,1,1
Kitty Gron,215,153,154,0,0,0,0
CARLA,215,2,2,0,0,0,0
Nordic,215,5,5,0,0,0,0
Rasmussen,215,10,10,0,0,0,0
Andersen,215,19,19,0,0,0,0
Rasmussen,215,33,33,0,0,0,0
CEO,215,37,37,0,0,0,0
Denmark-based,215,43,43,0,0,0,0
Andersen,215,47,47,0,0,0,0
June,215,53,53,0,0,0,0
CEO,215,56,56,0,0,0,0
Danish,215,58,58,0,0,0,0
MAERSKB,215,64,64,0,0,0,0
Carlsberg,215,69,69,1,0,1,1
Russia's,215,93,93,0,0,0,0
Carlsberg,215,98,98,1,0,1,1
European,215,105,105,0,0,0,0
Surging,215,116,116,0,0,0,0
Russia,215,120,120,0,0,0,0
Carlsberg,215,124,124,1,0,1,1
Russia,215,143,143,0,0,0,0
Gron,215,154,154,0,0,0,0
Copenhagen-based,215,156,156,0,0,0,0
Carlsberg,215,178,178,0,0,1,1
Scottish And Newcastle Plc,216,18,21,1,1,1,1
Baltic Beverages Holding AB,216,92,95,1,1,1,1
Molson Coors Brewing Co,216,254,257,1,1,1,1
The European Commission,216,30,32,0,0,0,0
Jens Peter Skaarup,216,163,165,0,0,0,0
Renaissance Capital Brewing,216,239,241,0,0,0,1
Anheuser- Busch Cos,216,270,272,1,1,1,1
Carlsberg A/S,216,0,1,1,1,1,1
And Newcastle,216,19,20,0,0,0,1
The European,216,30,31,0,0,0,0
European Commission,216,31,32,0,0,0,0
European Union's,216,35,36,0,0,0,0
Heineken NV,216,63,64,1,1,1,1
Beverages Holding,216,93,94,0,0,0,1
Jens Peter,216,163,164,0,0,0,0
Peter Skaarup,216,164,165,0,0,0,0
Renaissance Capital,216,239,240,0,1,1,1
Capital Brewing,216,240,241,0,0,0,1
SABMiller Plc,216,245,246,1,1,1,1
Coors Brewing,216,255,256,0,0,0,1
CARLB,216,2,2,0,0,0,0
Danish,216,5,5,0,0,0,0
European,216,8,8,0,0,0,0
Foster's,216,25,25,0,0,0,0
Strongbow,216,28,28,0,0,0,0
Commission,216,32,32,0,0,0,0
Union's,216,36,36,0,0,0,0
Brussels,216,40,40,0,0,0,0
Carlsberg,216,61,61,1,0,1,1
HEIA,216,65,65,0,0,0,0
Dutch,216,68,68,0,0,0,0
SAndN,216,75,75,1,0,0,0
Danish,216,87,87,0,0,0,0
Dutch,216,98,98,0,0,0,0
SAndN,216,101,101,0,0,0,0
UK,216,105,105,0,0,0,0
Carlsberg,216,108,108,1,0,1,1
Heineken,216,117,117,1,0,1,1
Heineken,216,125,125,1,0,1,1
Irish,216,141,141,0,0,0,0
Carlsberg,216,161,161,1,0,1,1
Skaarup,216,165,165,0,0,0,0
SAndN,216,184,184,1,0,0,0
SAndN,216,194,194,1,0,0,0
Carlsberg,216,196,196,1,0,1,1
BBH,216,198,198,1,0,0,0
Russian,216,212,212,0,0,0,0
Baltika,216,215,215,0,0,0,0
Nevskoye,216,217,217,0,0,0,0
Retail,216,219,219,0,0,0,0
Russia,216,222,222,0,0,0,0
Brewing,216,241,241,0,0,0,1
US,216,263,263,0,0,0,0
Chief Executive Officer Jose Luis,217,68,72,0,0,0,0
Executive Officer Jose Luis Duran,217,69,73,0,0,0,0
Chief Executive Officer Jose,217,68,71,0,0,0,0
Executive Officer Jose Luis,217,69,72,0,0,0,0
Officer Jose Luis Duran,217,70,73,0,0,0,0
Chief Executive Officer,217,68,70,0,0,0,0
Executive Officer Jose,217,69,71,0,0,0,0
Officer Jose Luis,217,70,72,0,0,0,0
Jose Luis Duran,217,71,73,0,0,0,0
Billionaire Bernard Arnault,217,77,79,0,0,0,0
Colony Capital LLC,217,86,88,1,1,1,1
Halley family,217,1,2,1,0,0,0
Carrefour SA,217,18,19,1,1,1,1
CA Europe's,217,20,21,0,0,0,0
Halley family,217,27,28,1,0,0,0
Halley family,217,50,51,1,0,0,0
Chief Executive,217,68,69,0,0,0,0
Executive Officer,217,69,70,0,0,0,0
Officer Jose,217,70,71,0,0,0,0
